,Object,Close Approach Date and Time,Close Approach Time Error,Close Approach Nominal Distance LD,Close Approach Minimum Distance LD,Minimum Distance Category,Diameter Min (m),Diameter Max (m),NEO Size Category,Relative Velocity (km/s),V Infinity (km/s),Relative Velocity Category,Absolute Magnitude (mag)
10456,(2011 AH5),2164,16:27,16.14,1.40,Far Away,17.0,38.0,Small,10.7,10.7,Medium speed,26.0
10457,(2002 GZ8),2164,00:05,13.79,13.79,Mid-Distance,480000.0,1100.0,Large,9.55,9.55,Slow,18.7
10458,(2011 EP51),2164,00:21,18.61,18.59,Mid-Distance,24.0,54.0,Large,7.07,7.06,Slow,25.2
10459,(1996 GQ),2164,00:01,8.56,8.56,Mid-Distance,208.0,3.0,Small,6.29,6.27,Slow,23.1
10460,(2020 BT2),2164,05:33,18.46,9.62,Mid-Distance,49.0,110.0,Large,10.53,10.52,Medium speed,23.7
10461,(2000 QV7),2164,00:31,5.30,5.22,Mid-Distance,130.0,290.0,Large,16.23,16.22,Medium speed,21.6
10462,(2019 BE5),2164,12:07,16.35,12.65,Mid-Distance,25.0,57.0,Large,15.1,15.09,Medium speed,25.1
10463,(2012 DR32),2164,00:01,4.55,4.54,Mid-Distance,29.0,65.0,Large,16.61,16.59,Medium speed,24.8
10464,(2020 DK),2164,20:49,10.97,1.95,Far Away,16.0,36.0,Small,10.12,10.11,Medium speed,26.1
10465,(2018 FB4),2164,07:11,8.55,5.61,Mid-Distance,8.4,19.0,Small,14.21,14.2,Medium speed,27.5
10466,(2013 HT150),2164,02:04,15.60,6.64,Mid-Distance,35.0,78.0,Large,13.45,13.44,Medium speed,24.4
10467,(2020 XK7),2164,00:12,17.16,17.14,Mid-Distance,330.0,750.0,Large,13.09,13.08,Medium speed,19.5
10468,(2009 DO111),2164,06:07,13.57,1.09,Far Away,73.0,160.0,Large,7.97,7.96,Slow,22.8
10469,(2012 XA133),2164,00:02,16.84,16.84,Mid-Distance,170.0,380.0,Large,24.0,24.0,Fast,21.0
10470,(2008 HB2),2164,03:41,15.62,13.18,Mid-Distance,21.0,47.0,Small,4.79,4.77,Slow,25.5
10471,(2021 KB1),2164,14:45,17.51,12.84,Mid-Distance,13.0,29.0,Small,3.97,3.96,Slow,26.6
10472,(2013 AG69),2164,11:11,3.39,1.35,Far Away,9.2,21.0,Small,17.63,17.61,Medium speed,27.3
10473,(2016 CO247),2164,00:01,10.54,10.54,Mid-Distance,200.0,450.0,Large,17.19,17.19,Medium speed,20.6
10474,(1997 WQ23),2164,00:01,17.24,17.24,Mid-Distance,180.0,410.0,Large,11.75,11.75,Medium speed,20.8
10475,(2018 GO4),2164,00:05,18.88,18.88,Mid-Distance,33.0,75.0,Large,8.17,8.17,Slow,24.5
10476,(2014 SP142),2164,02:58,7.03,5.81,Mid-Distance,120.0,270.0,Large,12.69,12.68,Medium speed,21.7
10477,(2019 QK7),2164,01:59,9.47,9.31,Mid-Distance,21.0,47.0,Small,5.77,5.75,Slow,25.5
10478,(2014 OO6),2164,02:01,18.57,5.02,Mid-Distance,64.0,140.0,Large,19.31,19.31,Medium speed,23.1
10479,(2020 QU5),2164,05:25,9.66,6.76,Mid-Distance,19.0,43.0,Small,13.68,13.67,Medium speed,25.7
10480,(2005 TG50),2164,18:13,5.98,3.75,Mid-Distance,29.0,64.0,Large,3.24,3.19,Slow,24.8
10481,(2020 RL),2164,23:15,17.61,11.38,Mid-Distance,25.0,57.0,Large,7.71,7.7,Slow,25.1
10482,(2015 XE352),2164,00:01,14.18,14.18,Mid-Distance,170.0,390.0,Large,10.36,10.35,Medium speed,20.9
10483,(2019 SG4),2164,11:29,13.28,13.17,Mid-Distance,31.0,68.0,Large,14.42,14.42,Medium speed,24.7
10484,(2019 TE3),2164,17:23,12.28,11.45,Mid-Distance,21.0,47.0,Small,11.9,11.89,Medium speed,25.5
10485,(2019 HM),2164,08:37,7.73,7.40,Mid-Distance,18.0,39.0,Small,3.02,2.98,Slow,25.9
10486,(2014 UR),2164,00:01,7.98,7.98,Mid-Distance,13.0,28.0,Small,4.4,4.37,Slow,26.6
10487,(2018 TY5),2164,21:29,13.49,12.42,Mid-Distance,94.0,210.0,Large,16.99,16.99,Medium speed,22.3
10488,(2013 RC32),2164,08:24,13.84,6.61,Mid-Distance,100.0,230.0,Large,8.3,8.29,Slow,22.1
10489,(2014 YE15),2164,17:55,15.83,14.62,Mid-Distance,5.8,13.0,Small,5.11,5.1,Slow,28.3
10490,(2019 XS),2164,02:09,2.16,0.43,Close,45.0,100.0,Large,10.46,10.41,Medium speed,23.9
10491,202683 (2006 US216),2164,00:16,18.79,18.78,Mid-Distance,290.0,650.0,Large,11.23,11.23,Medium speed,19.8
10492,(2019 XO2),2164,04:13,14.96,13.97,Mid-Distance,160.0,360.0,Large,17.22,17.22,Medium speed,21.1
10493,(2021 YL),2164,06:45,17.46,14.03,Mid-Distance,22.0,48.0,Small,7.85,7.84,Slow,25.4
10494,(2017 YD),2164,20:26,16.72,11.46,Mid-Distance,21.0,47.0,Small,3.82,3.8,Slow,25.5
10495,(2022 BA),2165,05:46,14.77,9.05,Mid-Distance,140.0,320.0,Large,16.85,16.84,Medium speed,21.3
10496,(2015 FV284),2165,06:22,8.50,8.19,Mid-Distance,180.0,390.0,Large,9.73,9.71,Slow,20.9
10497,(2018 EE),2165,07:00,14.21,13.86,Mid-Distance,120.0,260.0,Large,8.45,8.44,Slow,21.8
10498,199145 (2005 YY128),2165,00:02,15.05,15.04,Mid-Distance,600000.0,1300.0,Large,24.87,24.87,Fast,18.2
10499,(2016 QJ44),2165,00:01,14.02,14.02,Mid-Distance,240.0,530.0,Large,8.16,8.15,Slow,20.2
10500,(2016 FT14),2165,00:04,16.63,16.63,Mid-Distance,29.0,65.0,Large,6.57,6.56,Slow,24.8
10501,(1999 RM45),2165,00:01,19.28,19.28,Mid-Distance,300.0,660.0,Large,19.16,19.15,Medium speed,19.8
10502,(2017 BP31),2165,18:08,9.36,7.79,Mid-Distance,290.0,650.0,Large,20.51,20.5,Fast,19.8
10503,(2015 EF7),2165,00:01,13.69,13.69,Mid-Distance,35.0,78.0,Large,5.9,5.89,Slow,24.4
10504,(2019 HM),2165,13:47,5.10,4.74,Mid-Distance,18.0,39.0,Small,3.05,2.98,Slow,25.9
10505,(2003 FF5),2165,00:21,18.40,18.35,Mid-Distance,58.0,130.0,Large,8.53,8.52,Slow,23.3
10506,(2014 UR),2165,00:01,18.08,18.08,Mid-Distance,13.0,28.0,Small,4.5,4.48,Slow,26.6
10507,(2020 HN2),2165,18:35,14.34,7.89,Mid-Distance,18.0,41.0,Small,12.32,12.32,Medium speed,25.8
10508,434326 (2004 JG6),2165,00:01,15.13,15.13,Mid-Distance,530000.0,1200.0,Large,12.34,12.33,Medium speed,18.5
10509,(2007 DS84),2165,09:08,16.42,15.91,Mid-Distance,180.0,410.0,Large,7.73,7.73,Slow,20.8
10510,(2020 HM4),2165,18:34,7.84,5.01,Mid-Distance,33.0,75.0,Large,18.88,18.88,Medium speed,24.5
10511,388945 (2008 TZ3),2165,00:01,7.90,7.90,Mid-Distance,220.0,480.0,Large,9.01,8.99,Slow,20.5
10512,89136 (2001 US16),2165,01:36,11.69,11.69,Mid-Distance,240.0,540.0,Large,4.01,3.99,Slow,20.2
10513,(2012 HZ33),2165,00:57,15.81,15.51,Mid-Distance,220.0,490.0,Large,13.3,13.29,Medium speed,20.4
10514,301844 (1990 UA),2165,01:44,12.97,12.69,Mid-Distance,400.0,400.0,Large,13.27,13.27,Medium speed,19.6
10515,(2002 LW),2165,00:39,19.30,19.25,Mid-Distance,88.0,200.0,Large,6.43,6.43,Slow,22.4
10516,(2004 LO2),2165,04:15,19.18,11.99,Mid-Distance,27.0,59.0,Large,14.85,14.85,Medium speed,25.0
10517,(2021 KU2),2165,01:06,19.40,19.02,Mid-Distance,71.0,160.0,Large,11.76,11.75,Medium speed,22.9
10518,(2019 LH5),2165,00:42,17.02,16.80,Mid-Distance,210.0,470.0,Large,23.87,23.87,Fast,20.5
10519,(2018 NV),2165,00:06,8.22,8.21,Mid-Distance,73.0,160.0,Large,6.78,6.76,Slow,22.8
10520,349068 (2006 YT13),2165,00:01,17.50,17.50,Mid-Distance,496.0,129.0,Large,23.7,23.7,Fast,18.3
10521,(2014 MK55),2165,17:20,11.27,10.98,Mid-Distance,140.0,310.0,Large,9.5,9.49,Slow,21.4
10522,(2014 QH33),2165,01:20,8.50,8.31,Mid-Distance,37.0,82.0,Large,5.32,5.29,Slow,24.3
10523,(2019 QQ),2165,00:46,15.17,10.87,Mid-Distance,24.0,54.0,Large,11.68,11.67,Medium speed,25.2
10524,(2021 QV1),2165,07:47,12.20,3.52,Mid-Distance,13.0,28.0,Small,10.96,10.96,Medium speed,26.6
10525,(2021 RK12),2165,19:33,10.21,4.72,Mid-Distance,15.0,33.0,Small,9.34,9.32,Slow,26.3
10526,(2021 UD3),2165,18:01,16.20,13.17,Mid-Distance,13.0,30.0,Small,5.59,5.57,Slow,26.5
10527,(2014 UR),2165,00:01,7.75,7.75,Mid-Distance,13.0,28.0,Small,4.35,4.32,Slow,26.6
10528,(2007 US12),2165,00:01,4.27,4.27,Mid-Distance,100.0,220.0,Large,16.39,16.37,Medium speed,22.1
10529,(2021 GN16),2165,19:21,4.24,3.18,Mid-Distance,120.0,270.0,Large,22.96,22.95,Fast,21.7
10530,(2017 UJ5),2165,22:05,17.71,17.70,Mid-Distance,31.0,68.0,Large,6.2,6.2,Slow,24.7
10531,475534 (2006 TS7),2165,00:01,16.27,16.27,Mid-Distance,150.0,340.0,Large,18.99,18.99,Medium speed,21.2
10532,(2013 VO5),2165,00:01,7.20,7.20,Mid-Distance,140.0,320.0,Large,23.07,23.06,Fast,21.4
10533,(2019 XS),2165,22:58,16.57,0.71,Close,45.0,100.0,Large,9.35,9.34,Slow,23.9
10534,275974 (2001 XD),2165,00:01,12.88,12.88,Mid-Distance,626.0,104.0,Large,28.65,28.65,Fast,18.5
10535,487577 (2014 YQ15),2165,04:42,14.51,1.47,Far Away,150.0,340.0,Large,10.16,10.16,Medium speed,21.2
10536,(2017 WG2),2165,03:24,16.84,15.23,Mid-Distance,230.0,520.0,Large,20.43,20.43,Fast,20.3
10537,(2019 AX5),2166,00:01,12.38,8.09,Mid-Distance,17.0,38.0,Small,10.99,10.98,Medium speed,26.0
10538,(2021 AK6),2166,20:46,12.31,3.37,Mid-Distance,23.0,52.0,Large,13.08,13.08,Medium speed,25.3
10539,170086 (2002 XR14),2166,10:30,10.47,9.99,Mid-Distance,700000.0,1600.0,Large,17.37,17.37,Medium speed,17.9
10540,(2017 BR6),2166,01:33,3.52,2.84,Far Away,7.0,16.0,Small,9.83,9.8,Slow,27.9
10541,4660 Nereus (1982 DB),2166,12:02,7.21,5.94,Mid-Distance,330.0,50.0,Large,5.59,5.57,Slow,18.6
10542,(2013 BT18),2166,00:01,10.85,10.84,Mid-Distance,56.0,120.0,Large,15.03,15.03,Medium speed,23.4
10543,(2017 BU),2166,02:42,15.22,13.73,Mid-Distance,24.0,54.0,Large,8.79,8.78,Slow,25.2
10544,(1995 CR),2166,00:17,12.37,12.21,Mid-Distance,120.0,260.0,Large,28.89,28.89,Fast,21.8
10545,(2022 DW1),2166,00:06,18.35,9.19,Mid-Distance,23.0,52.0,Large,13.71,13.7,Medium speed,25.3
10546,(2007 EF),2166,00:01,17.57,17.57,Mid-Distance,260.0,5.0,Small,14.26,14.25,Medium speed,21.4
10547,162422 (2000 EV70),2166,09:11,8.96,7.90,Mid-Distance,230.0,500.0,Large,15.89,15.89,Medium speed,20.4
10548,(2017 VR12),2166,00:07,17.05,17.04,Mid-Distance,200.0,450.0,Large,6.32,6.31,Slow,20.6
10549,(2016 FB),2166,10:15,15.97,13.61,Mid-Distance,48.0,110.0,Large,10.75,10.74,Medium speed,23.7
10550,(2014 FO38),2166,00:01,3.51,3.51,Mid-Distance,14.0,32.0,Small,9.03,8.99,Slow,26.3
10551,(2019 HM),2166,06:38,12.50,6.97,Mid-Distance,18.0,39.0,Small,3.29,3.27,Slow,25.9
10552,(2014 UR),2166,00:01,13.15,13.15,Mid-Distance,13.0,28.0,Small,4.45,4.43,Slow,26.6
10553,(2022 ET2),2166,20:35,19.00,16.27,Mid-Distance,26.0,59.0,Large,6.2,6.19,Slow,25.0
10554,(2014 SM143),2166,05:34,12.40,10.61,Mid-Distance,230.0,520.0,Large,16.8,16.8,Medium speed,20.3
10555,(2020 SR1),2166,04:41,4.57,3.97,Mid-Distance,100.0,230.0,Large,9.95,9.93,Slow,22.1
10556,(2021 HG1),2166,04:27,13.08,8.20,Mid-Distance,10.0,23.0,Small,9.63,9.62,Slow,27.1
10557,(2019 JV1),2166,17:12,12.55,9.21,Mid-Distance,70.0,160.0,Large,17.88,17.87,Medium speed,22.9
10558,(2010 VT11),2166,00:08,6.35,6.32,Mid-Distance,152.0,44.0,Small,18.1,18.09,Medium speed,21.5
10559,390725 (2003 HB),2166,00:01,17.26,17.25,Mid-Distance,293.0,52.0,Large,13.45,13.44,Medium speed,19.7
10560,524475 (2002 KJ4),2166,00:01,17.89,17.89,Mid-Distance,350.0,790.0,Large,18.29,18.29,Medium speed,19.4
10561,423321 (2005 ED318),2166,00:03,4.43,4.43,Mid-Distance,202.0,14.0,Small,6.63,6.59,Slow,20.8
10562,531944 (2013 CU83),2166,00:01,17.46,17.45,Mid-Distance,140.0,310.0,Large,5.9,5.89,Slow,21.4
10563,(2008 CS1),2166,00:37,15.11,14.88,Mid-Distance,250.0,570.0,Large,19.52,19.52,Medium speed,20.1
10564,(2006 QQ23),2166,00:01,15.06,15.06,Mid-Distance,270.0,590.0,Large,4.85,4.83,Slow,20.0
10565,467317 (2000 QW7),2166,00:01,15.60,15.60,Mid-Distance,340.0,760.0,Large,6.8,6.79,Slow,19.5
10566,152754 (1999 GS6),2166,00:01,14.69,14.69,Mid-Distance,414.0,77.0,Large,15.86,15.86,Medium speed,19.2
10567,(2014 QJ33),2166,01:55,7.18,3.83,Mid-Distance,48.0,110.0,Large,8.65,8.64,Slow,23.7
10568,(2017 RB16),2166,05:32,3.47,2.58,Far Away,20.0,45.0,Small,9.15,9.12,Slow,25.6
10569,(2001 GR2),2166,00:01,7.54,7.54,Mid-Distance,130.0,280.0,Large,19.16,19.16,Medium speed,21.6
10570,(2017 FQ63),2166,21:03,14.51,14.15,Mid-Distance,25.0,57.0,Large,9.03,9.02,Slow,25.1
10571,162120 (1998 SH36),2166,01:24,14.50,13.91,Mid-Distance,210.0,470.0,Large,18.72,18.72,Medium speed,20.5
10572,(2014 UR),2166,00:01,9.45,9.45,Mid-Distance,13.0,28.0,Small,4.35,4.33,Slow,26.6
10573,(2011 UG20),2166,00:01,15.51,15.51,Mid-Distance,140.0,310.0,Large,22.6,22.6,Fast,21.4
10574,497117 (2004 FU4),2166,00:12,10.64,0.41,Close,600000.0,1300.0,Large,14.01,14.01,Medium speed,18.2
10575,503941 (2003 UV11),2166,00:01,9.09,9.09,Mid-Distance,260.0,3.0,Small,26.19,26.19,Fast,19.5
10576,163014 (2001 UA5),2166,00:01,18.31,18.31,Mid-Distance,760000.0,1700.0,Large,8.93,8.92,Slow,17.7
10577,(2013 GS66),2166,00:36,13.94,13.89,Mid-Distance,170.0,380.0,Large,13.36,13.35,Medium speed,21.0
10578,175706 (1996 FG3),2166,00:04,11.98,11.96,Mid-Distance,1196.0,362.0,Large,10.61,10.6,Medium speed,18.3
10579,65679 (1989 UQ),2166,21:15,11.27,9.93,Mid-Distance,918.0,10.0,Small,6.81,6.79,Slow,19.5
10580,(2021 VF19),2166,15:49,14.53,10.81,Mid-Distance,42.0,93.0,Large,12.99,12.99,Medium speed,24.0
10581,480808 (1994 XL1),2166,00:09,17.50,17.48,Mid-Distance,180.0,390.0,Large,15.81,15.81,Medium speed,20.9
10582,(2019 WT3),2166,10:07,14.54,13.01,Mid-Distance,32.0,71.0,Large,11.33,11.32,Medium speed,24.6
10583,(2017 FR91),2166,00:20,8.25,7.74,Mid-Distance,11.0,25.0,Small,9.01,9.0,Slow,26.9
10584,(2020 HX3),2166,10:36,13.23,2.97,Far Away,9.7,22.0,Small,16.02,16.02,Medium speed,27.2
10585,(2020 YN3),2166,04:40,12.63,8.54,Mid-Distance,56.0,120.0,Large,9.23,9.23,Slow,23.4
10586,(2015 YQ1),2166,01:39,11.86,10.91,Mid-Distance,6.7,15.0,Small,13.36,13.36,Medium speed,28.0
10587,216258 (2006 WH1),2166,00:01,10.18,10.18,Mid-Distance,230.0,520.0,Large,10.74,10.73,Medium speed,20.3
10588,(2014 OA339),2166,00:34,15.44,15.38,Mid-Distance,37.0,82.0,Large,8.63,8.63,Slow,24.3
10589,(2021 AB1),2166,15:40,3.83,3.07,Mid-Distance,12.0,27.0,Small,11.8,11.77,Medium speed,26.7
10590,(2011 EP51),2167,00:16,15.52,15.52,Mid-Distance,24.0,54.0,Large,7.83,7.82,Slow,25.2
10591,(2014 QC3),2167,00:04,18.29,18.29,Mid-Distance,200.0,450.0,Large,22.81,22.81,Fast,20.6
10592,(2012 XY6),2167,00:29,13.39,13.37,Mid-Distance,400.0,900.0,Large,7.47,7.46,Slow,19.1
10593,(2015 SC17),2167,00:01,19.20,19.20,Mid-Distance,67.0,150.0,Large,10.59,10.59,Medium speed,23.0
10594,216523 (2001 HY7),2167,00:01,15.91,15.86,Mid-Distance,200.0,450.0,Large,11.18,11.17,Medium speed,20.6
10595,(2020 RH7),2167,03:27,11.59,11.28,Mid-Distance,250.0,550.0,Large,25.88,25.88,Fast,20.2
10596,152770 (1999 RR28),2167,00:01,14.95,14.95,Mid-Distance,560000.0,1200.0,Large,19.32,19.31,Medium speed,18.4
10597,25143 Itokawa (1998 SF36),2167,00:57,9.75,9.73,Mid-Distance,330.0,330.0,Large,5.76,5.74,Slow,19.0
10598,(2014 UR),2167,00:02,15.31,15.31,Mid-Distance,13.0,28.0,Small,4.48,4.47,Slow,26.6
10599,388945 (2008 TZ3),2167,00:01,9.83,9.83,Mid-Distance,220.0,480.0,Large,8.63,8.62,Slow,20.5
10600,(2010 KQ10),2167,00:01,12.67,12.67,Mid-Distance,130.0,280.0,Large,15.12,15.11,Medium speed,21.6
10601,(2010 CE55),2167,00:12,13.40,13.40,Mid-Distance,97.0,220.0,Large,3.67,3.64,Slow,22.2
10602,417211 (2005 XL80),2167,00:04,18.50,18.50,Mid-Distance,610000.0,1400.0,Large,11.85,11.85,Medium speed,18.2
10603,(2011 YU74),2167,06:04,16.77,9.04,Mid-Distance,67.0,150.0,Large,6.78,6.77,Slow,23.0
10604,488453 (1994 XD),2167,00:22,6.61,6.52,Mid-Distance,400.0,900.0,Large,20.56,20.56,Fast,19.1
10605,162416 (2000 EH26),2167,20:27,3.55,2.34,Far Away,120.0,270.0,Large,8.68,8.64,Slow,21.7
10606,469445 (2002 LT24),2167,00:01,17.68,17.68,Mid-Distance,143.0,24.0,Small,9.2,9.19,Slow,22.1
10607,(2010 XJ11),2167,04:02,7.48,7.03,Mid-Distance,43.0,96.0,Large,15.99,15.98,Medium speed,24.0
10608,(2015 GU),2167,17:52,15.86,15.85,Mid-Distance,5.6,12.0,Small,11.36,11.35,Medium speed,28.4
10609,(2012 FQ1),2167,00:43,14.31,14.27,Mid-Distance,370.0,820.0,Large,10.47,10.46,Medium speed,19.3
10610,(2017 BW),2167,04:53,15.15,13.73,Mid-Distance,53.0,120.0,Large,4.32,4.3,Slow,23.5
10611,480936 (2003 QH5),2167,00:01,7.25,7.25,Mid-Distance,537.0,88.0,Large,10.67,10.66,Medium speed,20.2
10612,(2011 MW1),2167,00:10,14.67,14.62,Mid-Distance,92.0,210.0,Large,8.91,8.9,Slow,22.3
10613,(2008 OX1),2167,00:01,17.50,17.50,Mid-Distance,130.0,300.0,Large,16.75,16.75,Medium speed,21.5
10614,(2011 AM24),2167,00:23,9.44,9.38,Mid-Distance,511.0,4.0,Small,5.9,5.88,Slow,20.5
10615,173561 (2000 YV137),2167,00:01,8.33,8.33,Mid-Distance,570000.0,1300.0,Large,15.91,15.9,Medium speed,18.3
10616,(2011 CW46),2167,10:22,14.12,9.89,Mid-Distance,29.0,65.0,Large,16.04,16.03,Medium speed,24.8
10617,(2019 QL7),2167,03:27,3.68,3.53,Mid-Distance,13.0,28.0,Small,12.14,12.11,Medium speed,26.6
10618,(2010 RX30),2167,00:22,13.69,12.14,Mid-Distance,10.0,23.0,Small,10.87,10.86,Medium speed,27.1
10619,(2019 XR1),2167,18:58,15.89,14.74,Mid-Distance,16.0,36.0,Small,11.52,11.51,Medium speed,26.1
10620,(2012 DX13),2167,00:25,7.46,7.45,Mid-Distance,42.0,94.0,Large,24.59,24.59,Fast,24.0
10621,(2005 RK3),2167,00:07,12.78,12.77,Mid-Distance,48.0,110.0,Large,3.24,3.22,Slow,23.7
10622,405212 (2003 QC10),2167,00:01,17.67,17.67,Mid-Distance,660000.0,1500.0,Large,22.71,22.71,Fast,18.0
10623,(2017 FE65),2167,00:57,13.36,13.18,Mid-Distance,200.0,450.0,Large,14.62,14.62,Medium speed,20.6
10624,(2019 SG4),2167,23:03,13.58,13.18,Mid-Distance,31.0,68.0,Large,14.32,14.31,Medium speed,24.7
10625,(2014 UR),2167,00:01,16.93,16.93,Mid-Distance,13.0,28.0,Small,4.46,4.44,Slow,26.6
10626,(2020 SR6),2167,01:17,18.26,5.93,Mid-Distance,19.0,43.0,Small,7.12,7.11,Slow,25.7
10627,(2011 TX8),2167,00:17,12.83,12.63,Mid-Distance,110.0,250.0,Large,21.04,21.04,Fast,21.9
10628,(2007 TR68),2167,22:25,19.24,12.42,Mid-Distance,18.0,39.0,Small,9.07,9.07,Slow,25.9
10629,(2022 AY5),2167,16:30,13.70,4.86,Mid-Distance,3.8,8.5,Small,7.84,7.83,Slow,29.2
10630,(2005 QZ151),2167,00:01,7.51,7.51,Mid-Distance,230.0,520.0,Large,13.14,13.13,Medium speed,20.3
10631,(2016 EU85),2167,01:19,16.07,16.06,Mid-Distance,340.0,760.0,Large,7.46,7.45,Slow,19.5
10632,(2015 WZ12),2167,04:09,10.77,10.36,Mid-Distance,15.0,33.0,Small,8.5,8.49,Slow,26.3
10633,(2012 UK171),2167,00:12,17.68,17.67,Mid-Distance,34.0,77.0,Large,4.66,4.65,Slow,24.4
10634,(2018 TY2),2167,20:40,11.09,4.03,Mid-Distance,420.0,940.0,Large,29.55,29.55,Fast,19.0
10635,(2002 LW),2167,06:13,17.87,14.10,Mid-Distance,88.0,200.0,Large,6.37,6.36,Slow,22.4
10636,(2019 XL3),2167,03:59,17.25,3.41,Mid-Distance,11.0,24.0,Small,12.14,12.13,Medium speed,27.0
10637,(2005 XT77),2167,00:01,11.32,11.31,Mid-Distance,150.0,340.0,Large,10.38,10.37,Medium speed,21.2
10638,(2015 YQ1),2167,00:24,3.75,3.40,Mid-Distance,6.7,15.0,Small,12.73,12.7,Medium speed,28.0
10639,(2015 AM45),2167,02:04,10.90,4.89,Mid-Distance,110.0,240.0,Large,15.14,15.13,Medium speed,22.0
10640,(2019 AH12),2168,09:58,15.33,4.49,Mid-Distance,12.0,27.0,Small,14.09,14.09,Medium speed,26.7
10641,(2009 BH2),2168,00:34,12.60,9.32,Mid-Distance,84.0,190.0,Large,16.34,16.34,Medium speed,22.5
10642,(2022 CN1),2168,21:37,17.46,17.14,Mid-Distance,170.0,370.0,Large,15.16,15.15,Medium speed,21.0
10643,(2007 TU24),2168,20:59,3.79,0.90,Close,230.0,520.0,Large,9.01,8.98,Slow,20.3
10644,(2021 CC2),2168,05:54,14.34,13.50,Mid-Distance,68.0,150.0,Large,4.3,4.28,Slow,22.9
10645,348306 (2005 AY28),2168,00:10,15.19,15.17,Mid-Distance,130.0,290.0,Large,17.68,17.68,Medium speed,21.5
10646,(2022 CM3),2168,11:28,10.18,8.47,Mid-Distance,17.0,38.0,Small,8.91,8.9,Slow,26.0
10647,(2018 GD),2168,08:38,15.38,15.05,Mid-Distance,32.0,71.0,Large,6.4,6.39,Slow,24.6
10648,(2004 EU22),2168,00:22,8.29,8.26,Mid-Distance,48.0,110.0,Large,4.18,4.15,Slow,23.7
10649,(2019 TN),2168,17:28,11.91,4.24,Mid-Distance,110.0,240.0,Large,11.33,11.32,Medium speed,22.0
10650,(2017 WC15),2168,00:01,17.26,17.26,Mid-Distance,350.0,780.0,Large,23.11,23.11,Fast,19.4
10651,(2011 EH17),2168,00:04,18.46,18.43,Mid-Distance,32.0,71.0,Large,18.17,18.17,Medium speed,24.6
10652,(2019 HP3),2168,13:02,14.22,14.18,Mid-Distance,19.0,43.0,Small,5.8,5.79,Slow,25.7
10653,(2016 UY56),2168,00:29,2.36,2.33,Far Away,46.0,100.0,Large,12.36,12.33,Medium speed,23.8
10654,(2017 XO2),2168,00:45,9.42,9.15,Mid-Distance,88.0,200.0,Large,13.02,13.01,Medium speed,22.4
10655,551685 (2013 HT15),2168,00:35,11.96,11.87,Mid-Distance,120.0,270.0,Large,12.98,12.97,Medium speed,21.7
10656,(2004 JP1),2168,08:23,7.51,4.91,Mid-Distance,77.0,170.0,Large,12.92,12.91,Medium speed,22.7
10657,(2020 HG9),2168,07:14,2.55,1.07,Far Away,58.0,130.0,Large,12.02,11.98,Medium speed,23.3
10658,(2016 GW221),2168,05:06,16.33,16.30,Mid-Distance,31.0,68.0,Large,5.25,5.23,Slow,24.7
10659,(2007 LT),2168,00:42,15.49,15.46,Mid-Distance,80.0,180.0,Large,6.89,6.88,Slow,22.6
10660,(2017 JF3),2168,00:27,3.96,3.20,Mid-Distance,120.0,260.0,Large,10.63,10.6,Medium speed,21.8
10661,(2013 ND15),2168,06:05,6.07,1.75,Far Away,40.0,90.0,Large,15.38,15.37,Medium speed,24.1
10662,(2020 WU5),2168,00:02,16.11,16.11,Mid-Distance,480000.0,1100.0,Large,20.79,20.78,Fast,18.7
10663,(2020 ON3),2168,16:42,15.42,10.54,Mid-Distance,130.0,280.0,Large,21.93,21.92,Fast,21.6
10664,(2011 EL11),2168,00:02,5.22,5.20,Mid-Distance,290.0,650.0,Large,19.69,19.68,Medium speed,19.8
10665,(2020 SH6),2168,23:21,13.94,11.15,Mid-Distance,29.0,65.0,Large,2.24,2.2,Slow,24.8
10666,482796 (2013 QJ10),2168,00:16,18.47,18.35,Mid-Distance,330.0,750.0,Large,14.83,14.83,Medium speed,19.5
10667,(2021 QE2),2168,03:37,17.21,4.31,Mid-Distance,34.0,77.0,Large,10.74,10.73,Medium speed,24.4
10668,(2016 TU19),2168,21:50,16.31,6.16,Mid-Distance,35.0,78.0,Large,8.17,8.16,Slow,24.4
10669,(2013 FW13),2168,00:03,13.16,13.15,Mid-Distance,120.0,270.0,Large,15.28,15.27,Medium speed,21.7
10670,(2020 SR4),2168,00:23,18.11,2.99,Far Away,14.0,31.0,Small,10.5,10.5,Medium speed,26.4
10671,(2017 BY93),2168,17:40,15.42,14.81,Mid-Distance,64.0,140.0,Large,19.36,19.35,Medium speed,23.1
10672,(2021 GL10),2168,18:59,16.16,15.43,Mid-Distance,59.0,130.0,Large,8.38,8.38,Slow,23.3
10673,(2021 FC2),2168,16:32,15.92,8.40,Mid-Distance,9.6,21.0,Small,8.86,8.85,Slow,27.2
10674,(2020 GA1),2168,14:19,16.21,16.20,Mid-Distance,29.0,65.0,Large,6.31,6.3,Slow,24.8
10675,(2012 VE46),2168,00:04,16.70,16.70,Mid-Distance,240.0,540.0,Large,6.45,6.44,Slow,20.2
10676,(2020 TE2),2168,08:13,6.76,6.51,Mid-Distance,15.0,33.0,Small,6.13,6.11,Slow,26.3
10677,(2008 TC4),2168,00:01,17.16,17.15,Mid-Distance,120.0,280.0,Large,14.21,14.2,Medium speed,21.6
